,dates,sum,ids,shop
5634,07 Feb 2023 07:27 PM,3550,12524,Голубой
5635,19 Dec 2022 11:19 AM,12979,15655,Чёрный
5636,12 Jan 2023 04:56 AM,8793,15434,Фиолетовый
5637,15 Dec 2022 09:53 AM,2898,12566,Чёрный
5638,21 Dec 2022 11:31 AM,14653,13321,Оранжевый
5639,25 Dec 2022 04:30 PM,13166,14279,Синий
5640,07 Jan 2023 07:34 AM,11187,11992,Зелёный
5641,15 Jan 2023 05:57 AM,19034,12082,Зелёный
5642,19 Dec 2022 08:32 AM,2699,13638,Зелёный
5643,16 Dec 2022 06:52 PM,19860,11402,Голубой
5644,05 Feb 2023 03:29 PM,15274,10512,Голубой
5645,28 Dec 2022 08:23 AM,7718,11946,Чёрный
5646,05 Jan 2023 09:27 PM,8051,10552,Фиолетовый
5647,09 Jan 2023 06:23 PM,16017,10386,Синий
5648,31 Dec 2022 09:10 PM,18380,10943,Красный
5649,29 Jan 2023 04:30 AM,13870,14523,Красный
5650,19 Dec 2022 12:33 PM,15538,10221,Голубой
5651,08 Feb 2023 08:23 PM,13812,13502,Голубой
5652,25 Jan 2023 12:01 AM,19889,15874,Жёлтый
5653,20 Dec 2022 10:31 PM,4365,14564,Зелёный
5654,10 Jan 2023 07:07 AM,12763,15985,Фиолетовый
5655,28 Jan 2023 11:46 PM,411,13702,Оранжевый
5656,11 Jan 2023 10:23 AM,7826,13703,Зелёный
5657,15 Jan 2023 05:32 PM,17558,13140,Чёрный
5658,17 Dec 2022 09:13 PM,8627,12043,Голубой
5659,24 Dec 2022 04:47 PM,11010,14264,Красный
5660,07 Jan 2023 06:11 AM,6247,15534,Жёлтый
5661,15 Jan 2023 09:54 AM,17543,13501,Жёлтый
5662,23 Jan 2023 06:03 AM,13804,15610,Синий
5663,24 Jan 2023 07:52 AM,4638,11392,Зелёный
5664,21 Dec 2022 09:56 AM,15159,14328,Зелёный
5665,11 Jan 2023 04:11 PM,9146,12715,Оранжевый
5666,26 Dec 2022 07:26 PM,6190,14889,Чёрный
5667,29 Jan 2023 01:17 PM,9366,12178,Жёлтый
5668,18 Jan 2023 07:42 PM,15103,10413,Чёрный
5669,07 Jan 2023 09:50 AM,18196,10151,Чёрный
5670,04 Feb 2023 11:37 PM,11965,12630,Фиолетовый
5671,30 Jan 2023 08:07 AM,12167,11094,Красный
5672,20 Jan 2023 02:40 PM,2472,12516,Жёлтый
5673,06 Feb 2023 02:44 PM,17423,15181,Синий
5674,08 Feb 2023 07:21 AM,202,12571,Чёрный
5675,29 Jan 2023 06:51 AM,3115,11670,Жёлтый
5676,22 Dec 2022 10:17 PM,5824,11749,Зелёный
5677,18 Dec 2022 04:11 PM,18438,13845,Синий
5678,07 Feb 2023 03:14 PM,13296,12405,Фиолетовый
5679,05 Feb 2023 12:54 PM,10237,12344,Голубой
5680,25 Dec 2022 06:19 PM,17583,14145,Чёрный
5681,13 Dec 2022 04:30 PM,8080,13826,Жёлтый
5682,29 Dec 2022 11:05 AM,13686,13412,Зелёный
5683,03 Feb 2023 07:55 PM,8974,13850,Фиолетовый
5684,29 Jan 2023 03:26 PM,5359,13472,Зелёный
5685,27 Dec 2022 04:10 PM,9298,15385,Голубой
5686,24 Dec 2022 07:37 PM,19006,10515,Зелёный
5687,24 Jan 2023 09:14 AM,5481,15637,Голубой
5688,16 Jan 2023 10:19 AM,7979,11773,Зелёный
5689,29 Jan 2023 11:00 AM,8281,10693,Красный
5690,28 Dec 2022 10:43 AM,11298,14650,Красный
5691,01 Jan 2023 11:29 AM,18757,11986,Чёрный
5692,06 Jan 2023 03:34 AM,17841,15757,Зелёный
5693,03 Feb 2023 10:10 PM,2849,14697,Оранжевый
5694,01 Feb 2023 02:36 PM,2776,12399,Красный
5695,17 Dec 2022 06:53 AM,17481,10063,Красный
5696,28 Dec 2022 08:20 AM,10378,10371,Оранжевый
5697,01 Feb 2023 04:21 AM,4044,11654,Красный
5698,27 Jan 2023 10:27 PM,8900,11140,Фиолетовый
5699,03 Jan 2023 07:29 AM,18641,14040,Чёрный
5700,12 Jan 2023 07:59 AM,6184,13084,Фиолетовый
5701,14 Jan 2023 10:38 AM,381,14552,Оранжевый
5702,08 Feb 2023 10:03 PM,2083,10759,Оранжевый
5703,07 Jan 2023 07:23 AM,16519,14115,Красный
5704,04 Feb 2023 02:57 PM,1546,12712,Красный
5705,27 Jan 2023 12:13 AM,17649,10063,Фиолетовый
5706,04 Jan 2023 01:44 PM,18189,10552,Зелёный
5707,22 Jan 2023 08:31 PM,19106,10735,Красный
5708,04 Feb 2023 11:45 AM,4150,13841,Оранжевый
5709,02 Feb 2023 11:40 PM,7676,13085,Фиолетовый
5710,09 Jan 2023 01:36 AM,8773,13900,Голубой
5711,25 Dec 2022 03:35 PM,16135,13306,Синий
5712,17 Dec 2022 06:45 PM,12635,11688,Голубой
5713,24 Jan 2023 03:24 AM,19990,13634,Голубой
5714,27 Dec 2022 06:10 PM,5327,12461,Фиолетовый
5715,31 Jan 2023 04:06 AM,7467,11960,Оранжевый
5716,21 Jan 2023 12:18 PM,2093,12626,Чёрный
5717,06 Feb 2023 02:47 AM,1323,11324,Синий
5718,11 Jan 2023 11:31 AM,3391,13440,Фиолетовый
5719,21 Dec 2022 02:37 PM,8588,10981,Жёлтый
5720,01 Feb 2023 07:53 PM,6514,15547,Голубой
5721,02 Jan 2023 08:38 AM,18300,12235,Синий
5722,21 Dec 2022 03:55 PM,19364,10505,Синий
5723,02 Jan 2023 08:47 PM,404,13009,Жёлтый
5724,19 Dec 2022 09:53 PM,15130,15906,Жёлтый
5725,05 Feb 2023 01:27 AM,7167,11899,Оранжевый
5726,29 Dec 2022 04:15 PM,19555,12952,Оранжевый
5727,22 Dec 2022 10:44 PM,16482,13356,Голубой
5728,11 Jan 2023 01:52 AM,9506,10750,Зелёный
5729,19 Jan 2023 03:04 AM,5056,13314,Чёрный
5730,10 Jan 2023 05:11 AM,5808,13370,Красный
5731,25 Dec 2022 01:14 AM,9473,11869,Фиолетовый
5732,30 Dec 2022 03:57 AM,2319,13002,Голубой
5733,14 Dec 2022 05:39 PM,11915,13502,Фиолетовый
5734,16 Dec 2022 08:33 PM,975,10565,Жёлтый
5735,02 Feb 2023 02:17 PM,2387,15776,Оранжевый
5736,19 Jan 2023 09:19 PM,18880,12341,Зелёный
5737,10 Jan 2023 05:51 PM,10961,12779,Красный
5738,27 Jan 2023 02:09 AM,11376,11602,Чёрный
5739,12 Jan 2023 02:03 AM,5330,14910,Красный
5740,15 Dec 2022 01:01 PM,18807,11806,Жёлтый
5741,25 Jan 2023 10:19 AM,9497,11704,Синий
5742,15 Jan 2023 10:57 PM,8944,13088,Оранжевый
5743,25 Dec 2022 07:42 PM,1624,13753,Чёрный
5744,26 Dec 2022 09:18 PM,2503,11612,Голубой
5745,13 Dec 2022 12:22 PM,7089,11913,Жёлтый
5746,11 Jan 2023 08:30 PM,9792,10632,Чёрный
5747,04 Jan 2023 02:26 AM,18990,11896,Синий
5748,15 Jan 2023 08:27 PM,2161,13486,Синий
5749,13 Jan 2023 08:38 AM,18707,14285,Оранжевый
5750,27 Dec 2022 04:42 AM,11632,11185,Синий
5751,19 Dec 2022 01:34 AM,18891,14853,Чёрный
5752,05 Feb 2023 05:06 AM,7453,15952,Жёлтый
5753,14 Jan 2023 08:55 PM,1040,13736,Синий
5754,19 Jan 2023 03:47 PM,3531,12277,Синий
5755,05 Feb 2023 11:01 AM,11669,13985,Оранжевый
5756,07 Feb 2023 12:46 AM,15468,11300,Оранжевый
5757,06 Jan 2023 04:57 PM,9941,14053,Фиолетовый
5758,16 Jan 2023 08:56 PM,972,10221,Фиолетовый
5759,29 Jan 2023 12:43 PM,6047,15957,Синий
5760,28 Jan 2023 03:33 AM,13324,11535,Голубой
5761,25 Jan 2023 10:59 PM,14245,12785,Синий
5762,24 Dec 2022 07:56 AM,17727,12238,Зелёный
5763,01 Feb 2023 03:18 AM,11776,10468,Жёлтый
5764,21 Dec 2022 05:53 PM,16312,12535,Жёлтый
5765,27 Jan 2023 05:33 PM,10322,14473,Фиолетовый
5766,20 Jan 2023 05:37 AM,15213,14486,Голубой
5767,09 Feb 2023 04:46 PM,4766,15879,Зелёный
5768,03 Jan 2023 02:05 AM,4321,15461,Голубой
5769,04 Feb 2023 04:59 AM,1678,15568,Красный
5770,03 Feb 2023 10:31 PM,16217,11757,Голубой
5771,05 Feb 2023 05:52 AM,7844,11526,Чёрный
5772,09 Feb 2023 07:57 PM,10993,15687,Синий
5773,29 Jan 2023 05:56 AM,18378,10364,Оранжевый
5774,26 Jan 2023 08:51 AM,13891,14480,Жёлтый
5775,05 Feb 2023 01:24 PM,9613,13379,Чёрный
5776,30 Jan 2023 08:01 AM,11546,15912,Жёлтый
5777,21 Jan 2023 09:24 AM,17934,12609,Жёлтый
5778,16 Jan 2023 12:24 AM,13231,13555,Чёрный
5779,03 Feb 2023 10:58 AM,5232,14742,Чёрный
5780,24 Dec 2022 07:49 AM,12480,12419,Жёлтый
5781,18 Dec 2022 04:42 AM,7550,10464,Фиолетовый
5782,05 Jan 2023 08:59 AM,3474,11910,Оранжевый
5783,04 Jan 2023 10:23 PM,18212,14150,Синий
5784,30 Dec 2022 09:33 PM,6620,11264,Оранжевый
5785,03 Jan 2023 03:55 AM,2346,14350,Голубой
5786,09 Jan 2023 10:41 PM,17729,13030,Фиолетовый
5787,26 Jan 2023 12:29 PM,11635,12467,Голубой
5788,30 Dec 2022 08:50 AM,5259,15777,Жёлтый
5789,20 Dec 2022 09:08 PM,12383,12462,Голубой
5790,13 Dec 2022 12:38 AM,2442,11048,Оранжевый
5791,10 Jan 2023 08:10 AM,786,10960,Фиолетовый
5792,25 Jan 2023 04:35 AM,17358,12059,Голубой
5793,02 Feb 2023 11:51 PM,2470,11883,Фиолетовый
5794,05 Feb 2023 04:50 AM,11365,15353,Жёлтый
5795,17 Dec 2022 06:15 AM,11481,10262,Чёрный
5796,15 Jan 2023 07:27 PM,14873,15553,Оранжевый
5797,22 Jan 2023 09:41 PM,128,13721,Фиолетовый
5798,12 Jan 2023 10:57 AM,6057,13318,Жёлтый
5799,21 Dec 2022 07:21 PM,7745,11343,Жёлтый
5800,28 Jan 2023 02:53 PM,8677,13940,Красный
5801,26 Jan 2023 03:18 PM,14857,15350,Голубой
5802,04 Feb 2023 08:50 AM,16842,11351,Чёрный
5803,19 Dec 2022 04:43 PM,14947,11978,Красный
5804,23 Dec 2022 08:43 PM,17000,12299,Красный
5805,01 Feb 2023 04:09 PM,9446,12172,Оранжевый
5806,11 Jan 2023 01:29 AM,19130,13905,Голубой
5807,22 Dec 2022 01:28 PM,15830,14177,Оранжевый
5808,19 Jan 2023 10:39 AM,8437,10297,Оранжевый
5809,18 Jan 2023 06:27 PM,17026,11837,Фиолетовый
5810,14 Dec 2022 09:38 AM,6169,11680,Жёлтый
5811,18 Dec 2022 01:23 PM,11455,15255,Фиолетовый
5812,05 Feb 2023 02:08 PM,19029,11177,Зелёный
5813,29 Jan 2023 09:58 PM,1190,13038,Фиолетовый
5814,20 Dec 2022 10:00 PM,1937,14045,Зелёный
5815,21 Jan 2023 09:18 AM,2457,12075,Чёрный
5816,07 Jan 2023 04:04 PM,19099,11219,Красный
5817,21 Dec 2022 12:45 PM,18863,14585,Голубой
5818,15 Dec 2022 06:27 PM,2279,13140,Жёлтый
5819,06 Jan 2023 05:01 AM,12942,14146,Жёлтый
5820,18 Jan 2023 10:08 PM,2032,12418,Фиолетовый
5821,18 Jan 2023 12:54 AM,294,13464,Оранжевый
5822,15 Jan 2023 01:55 AM,12107,12268,Жёлтый
5823,07 Jan 2023 02:18 AM,1908,11127,Зелёный
5824,14 Jan 2023 05:48 AM,13883,11878,Красный
5825,18 Dec 2022 03:35 AM,17063,10995,Чёрный
5826,30 Jan 2023 04:28 PM,14582,11261,Оранжевый
5827,16 Jan 2023 11:31 PM,9671,14419,Красный
5828,01 Jan 2023 10:27 AM,809,10699,Красный
5829,10 Jan 2023 11:59 AM,19999,13475,Красный
5830,31 Jan 2023 10:57 AM,13420,10736,Синий
5831,23 Dec 2022 04:30 PM,13158,14718,Оранжевый
5832,31 Jan 2023 07:21 AM,19203,14745,Чёрный
5833,30 Jan 2023 12:21 AM,17152,13385,Красный
5834,08 Jan 2023 01:10 PM,10597,11917,Фиолетовый
5835,28 Dec 2022 04:59 PM,3539,11866,Красный
5836,30 Jan 2023 02:29 AM,12316,14205,Оранжевый
5837,18 Dec 2022 03:40 PM,16554,14291,Жёлтый
5838,16 Dec 2022 09:05 AM,16725,13166,Жёлтый
5839,02 Feb 2023 10:26 PM,16896,14835,Голубой
5840,24 Jan 2023 04:52 PM,18386,10559,Синий
5841,12 Jan 2023 05:07 AM,7760,13640,Красный
5842,14 Dec 2022 01:35 PM,12130,12147,Чёрный
5843,30 Dec 2022 11:21 AM,11022,13165,Фиолетовый
5844,09 Jan 2023 05:56 PM,14718,11730,Зелёный
5845,15 Dec 2022 03:07 AM,4138,10909,Жёлтый
5846,05 Jan 2023 01:25 PM,18498,13963,Красный
5847,17 Jan 2023 06:27 AM,13892,10925,Голубой
5848,15 Jan 2023 11:04 PM,12366,10344,Красный
5849,27 Dec 2022 01:06 PM,3734,12718,Красный
5850,09 Feb 2023 07:52 AM,14590,15150,Синий
5851,05 Jan 2023 06:14 AM,11471,13635,Зелёный
5852,20 Dec 2022 12:48 AM,1734,13973,Фиолетовый
5853,15 Jan 2023 03:19 PM,7410,14811,Зелёный
5854,20 Dec 2022 06:51 PM,15015,13284,Жёлтый
5855,29 Jan 2023 01:10 AM,4676,12228,Красный
5856,29 Dec 2022 03:53 AM,9532,11718,Красный
5857,03 Feb 2023 06:06 PM,13358,14716,Зелёный
5858,22 Dec 2022 09:13 AM,15772,15552,Фиолетовый
5859,25 Dec 2022 04:13 PM,3945,15555,Фиолетовый
5860,07 Jan 2023 02:27 PM,4009,15125,Оранжевый
5861,15 Jan 2023 12:59 AM,19050,13427,Зелёный
5862,08 Feb 2023 10:17 PM,6111,10197,Голубой
5863,18 Dec 2022 12:37 PM,782,10107,Жёлтый
5864,15 Dec 2022 04:00 AM,16119,14412,Фиолетовый
5865,16 Dec 2022 03:12 PM,19148,10436,Голубой
5866,24 Jan 2023 11:33 AM,5918,12908,Фиолетовый
5867,04 Jan 2023 01:34 PM,17320,12014,Красный
5868,23 Jan 2023 04:58 PM,7588,10338,Голубой
5869,17 Dec 2022 07:20 AM,10561,11363,Чёрный
5870,01 Feb 2023 08:06 AM,8580,15118,Зелёный
5871,10 Jan 2023 05:33 PM,5874,13686,Чёрный
5872,13 Jan 2023 01:48 AM,8974,10788,Чёрный
5873,13 Jan 2023 05:04 AM,4216,11878,Красный
5874,23 Jan 2023 04:28 PM,14361,13918,Фиолетовый
5875,18 Jan 2023 08:07 AM,1027,13178,Чёрный
5876,21 Jan 2023 09:08 PM,4282,12860,Зелёный
5877,15 Jan 2023 05:22 PM,12755,15083,Оранжевый
5878,24 Jan 2023 07:52 PM,13725,15029,Синий
5879,09 Jan 2023 11:51 AM,14783,14645,Оранжевый
5880,30 Dec 2022 06:05 PM,9009,14181,Синий
5881,27 Jan 2023 12:44 PM,18799,10354,Чёрный
5882,31 Dec 2022 04:16 PM,2056,10263,Голубой
5883,22 Jan 2023 12:24 AM,15762,10843,Жёлтый
5884,01 Jan 2023 11:55 AM,19675,10499,Зелёный
5885,01 Feb 2023 11:26 PM,1861,11285,Фиолетовый
5886,26 Dec 2022 01:19 PM,5717,13118,Жёлтый
5887,03 Feb 2023 09:48 AM,12569,11672,Зелёный
5888,28 Jan 2023 07:45 AM,12732,14716,Синий
5889,02 Feb 2023 01:27 PM,6720,12392,Голубой
5890,23 Dec 2022 08:10 AM,14044,11041,Голубой
5891,08 Jan 2023 10:47 AM,3126,12361,Жёлтый
5892,19 Dec 2022 03:37 AM,15745,10105,Оранжевый
5893,25 Dec 2022 12:27 AM,10218,12253,Жёлтый
5894,08 Jan 2023 04:45 AM,16964,13709,Чёрный
5895,15 Dec 2022 04:08 PM,16479,15313,Жёлтый
5896,12 Jan 2023 04:53 AM,15288,12247,Оранжевый
5897,28 Dec 2022 02:58 PM,10843,14209,Красный
5898,15 Jan 2023 01:02 AM,441,13972,Жёлтый
5899,25 Dec 2022 05:04 AM,2241,15179,Красный
5900,05 Jan 2023 06:03 AM,19319,13860,Синий
5901,20 Jan 2023 05:56 AM,19963,12486,Красный
5902,08 Jan 2023 11:30 PM,10492,15114,Жёлтый
5903,15 Jan 2023 03:20 AM,11847,13936,Голубой
5904,23 Dec 2022 07:52 AM,19020,14323,Красный
5905,22 Dec 2022 01:30 AM,3868,12066,Фиолетовый
5906,06 Feb 2023 08:32 PM,18329,13781,Красный
5907,31 Jan 2023 12:21 PM,13944,15521,Красный
5908,14 Jan 2023 09:23 AM,7496,10179,Зелёный
5909,07 Feb 2023 01:07 PM,15223,15230,Жёлтый
5910,17 Jan 2023 11:18 PM,3212,14418,Жёлтый
5911,08 Jan 2023 03:36 PM,19090,11423,Оранжевый
5912,08 Jan 2023 02:46 AM,8565,10171,Голубой
5913,08 Jan 2023 11:23 PM,17780,13373,Фиолетовый
5914,07 Jan 2023 05:48 AM,3470,14397,Фиолетовый
5915,01 Feb 2023 08:37 AM,17392,13144,Чёрный
5916,20 Jan 2023 01:42 AM,14595,15206,Фиолетовый
5917,07 Feb 2023 05:18 PM,5726,11996,Жёлтый
5918,04 Jan 2023 04:26 PM,16169,15106,Зелёный
5919,26 Jan 2023 12:24 PM,7849,12893,Фиолетовый
5920,19 Dec 2022 04:27 AM,15089,14462,Красный
5921,24 Jan 2023 04:13 AM,15037,10218,Голубой
5922,03 Feb 2023 04:35 PM,19461,15393,Фиолетовый
5923,01 Jan 2023 01:48 AM,1305,12792,Фиолетовый
5924,23 Dec 2022 10:06 PM,3474,12616,Зелёный
5925,17 Jan 2023 04:52 PM,11514,11099,Голубой
5926,05 Feb 2023 04:56 AM,19265,13782,Чёрный
5927,20 Jan 2023 07:16 PM,3408,15423,Зелёный
5928,24 Dec 2022 12:48 AM,13363,13377,Фиолетовый
5929,17 Jan 2023 01:29 AM,18544,14086,Чёрный
5930,27 Jan 2023 06:10 PM,15163,15874,Голубой
5931,29 Dec 2022 04:44 AM,19091,11393,Зелёный
5932,16 Jan 2023 02:04 AM,3777,10349,Чёрный
5933,30 Jan 2023 07:30 PM,8062,10589,Голубой
5934,21 Jan 2023 12:13 PM,443,12350,Синий
5935,27 Jan 2023 02:45 PM,6425,12911,Жёлтый
5936,02 Jan 2023 08:19 AM,12042,15500,Фиолетовый
5937,07 Feb 2023 05:04 AM,10385,11231,Зелёный
5938,08 Jan 2023 12:42 PM,15706,11287,Голубой
5939,28 Jan 2023 03:33 AM,6470,14590,Оранжевый
5940,27 Jan 2023 03:17 PM,11790,10715,Синий
5941,02 Feb 2023 05:25 AM,6127,15181,Чёрный
5942,16 Dec 2022 03:54 PM,4631,13575,Голубой
5943,15 Dec 2022 01:33 AM,8050,14597,Оранжевый
5944,19 Jan 2023 03:34 AM,17340,13619,Чёрный
5945,22 Jan 2023 10:26 PM,10206,13330,Зелёный
5946,16 Jan 2023 09:55 PM,8564,10124,Зелёный
5947,09 Jan 2023 06:27 PM,16792,12384,Жёлтый
5948,02 Feb 2023 12:21 PM,6175,10292,Голубой
5949,21 Dec 2022 05:28 AM,18121,10616,Фиолетовый
5950,03 Jan 2023 07:26 AM,18646,11729,Синий
5951,09 Jan 2023 02:16 AM,7009,11424,Чёрный
5952,29 Dec 2022 10:15 PM,12434,15062,Голубой
5953,02 Feb 2023 04:39 PM,13516,11755,Синий
5954,11 Jan 2023 03:10 AM,11295,15000,Зелёный
5955,04 Jan 2023 08:32 PM,19314,12837,Чёрный
5956,06 Feb 2023 05:57 AM,225,14255,Голубой
5957,08 Jan 2023 02:08 PM,9276,12156,Синий
5958,25 Dec 2022 03:20 AM,16796,12099,Синий
5959,22 Jan 2023 10:15 AM,18597,15156,Красный
5960,25 Dec 2022 07:04 AM,15919,15899,Оранжевый
5961,08 Jan 2023 06:54 AM,18506,15297,Жёлтый
5962,19 Dec 2022 02:44 PM,3551,14623,Жёлтый
5963,22 Dec 2022 08:00 PM,3611,10285,Красный
5964,21 Dec 2022 08:07 AM,18663,15983,Чёрный
5965,08 Jan 2023 01:39 PM,17355,14201,Фиолетовый
5966,04 Jan 2023 01:01 AM,4286,11260,Чёрный
5967,27 Dec 2022 07:39 AM,3989,12850,Голубой
5968,25 Jan 2023 02:54 PM,2783,12710,Оранжевый
5969,22 Jan 2023 03:17 AM,12670,11121,Голубой
5970,31 Dec 2022 10:42 AM,7545,10909,Чёрный
5971,18 Jan 2023 09:49 AM,9963,14926,Зелёный
5972,15 Jan 2023 01:08 AM,7124,10215,Красный
5973,03 Feb 2023 08:17 AM,10600,12228,Красный
5974,01 Feb 2023 09:48 AM,11398,10753,Чёрный
5975,02 Jan 2023 06:21 PM,15228,12487,Голубой
5976,11 Jan 2023 11:28 PM,15736,11066,Синий
5977,10 Jan 2023 11:42 AM,11249,13987,Чёрный
5978,29 Dec 2022 07:34 PM,4842,14796,Голубой
5979,28 Dec 2022 04:26 AM,18170,12797,Синий
5980,02 Jan 2023 10:16 PM,14600,12556,Оранжевый
5981,21 Dec 2022 06:59 PM,6695,13041,Чёрный
5982,01 Feb 2023 05:25 PM,9324,10374,Оранжевый
5983,28 Jan 2023 02:18 AM,18410,14072,Жёлтый
5984,27 Dec 2022 01:48 PM,8170,12117,Красный
5985,04 Jan 2023 03:25 PM,19347,11070,Оранжевый
5986,26 Dec 2022 06:32 PM,6370,13986,Чёрный
5987,26 Jan 2023 08:41 PM,9140,15345,Оранжевый
5988,29 Jan 2023 01:19 AM,1246,13288,Красный
5989,19 Jan 2023 08:36 PM,9695,15329,Голубой
5990,26 Dec 2022 07:20 PM,5492,12497,Чёрный
5991,27 Jan 2023 02:56 PM,11948,13335,Зелёный
5992,25 Dec 2022 09:03 AM,6789,14417,Жёлтый
5993,09 Feb 2023 03:04 PM,13186,14261,Голубой
5994,17 Jan 2023 09:28 AM,18286,10479,Синий
5995,13 Dec 2022 05:52 AM,1724,12859,Оранжевый
5996,04 Feb 2023 10:41 AM,8090,14910,Красный
5997,01 Jan 2023 04:04 PM,6691,10798,Фиолетовый
5998,27 Dec 2022 05:34 PM,13200,10795,Красный
5999,09 Feb 2023 09:01 AM,1755,10172,Оранжевый
6000,17 Jan 2023 10:01 PM,12368,13196,Чёрный
6001,15 Jan 2023 06:35 PM,17058,11619,Оранжевый
6002,30 Jan 2023 03:57 AM,1937,10845,Голубой
6003,03 Jan 2023 09:31 PM,17398,15067,Оранжевый
6004,16 Jan 2023 10:55 PM,14983,15363,Оранжевый
6005,14 Dec 2022 09:56 AM,8208,13204,Оранжевый
6006,14 Jan 2023 08:15 AM,11012,13997,Зелёный
6007,03 Feb 2023 02:38 PM,6817,12920,Красный
6008,24 Dec 2022 05:22 PM,11462,10779,Оранжевый
6009,30 Dec 2022 01:11 PM,15062,12533,Жёлтый
6010,20 Dec 2022 12:23 AM,11404,12593,Фиолетовый
6011,07 Jan 2023 08:15 PM,1150,11936,Оранжевый
6012,03 Jan 2023 03:46 AM,7214,11201,Зелёный
6013,16 Dec 2022 11:47 AM,1937,15244,Красный
6014,14 Jan 2023 06:12 AM,18060,13075,Красный
6015,26 Jan 2023 09:52 AM,2769,15971,Оранжевый
6016,26 Jan 2023 10:32 AM,16868,15486,Оранжевый
6017,31 Dec 2022 01:13 PM,1406,12765,Оранжевый
6018,14 Dec 2022 05:26 AM,7955,15338,Зелёный
6019,13 Jan 2023 02:54 AM,11017,11290,Оранжевый
6020,07 Feb 2023 02:06 PM,16826,11583,Красный
6021,29 Jan 2023 08:33 PM,17347,11778,Синий
6022,01 Feb 2023 11:41 AM,11938,15512,Оранжевый
6023,04 Feb 2023 12:06 AM,2360,15994,Чёрный
6024,05 Jan 2023 03:55 AM,14452,10803,Зелёный
6025,31 Jan 2023 11:43 PM,11816,14691,Красный
6026,21 Jan 2023 01:32 AM,3596,11613,Жёлтый
6027,16 Dec 2022 11:54 PM,15543,15043,Красный
6028,16 Jan 2023 07:26 PM,4364,12191,Голубой
6029,08 Feb 2023 02:17 PM,15076,11196,Фиолетовый
6030,29 Dec 2022 08:38 AM,2311,11695,Голубой
6031,01 Jan 2023 10:29 PM,17356,14368,Голубой
6032,16 Dec 2022 02:06 AM,15363,13259,Красный
6033,27 Jan 2023 12:45 PM,8346,15814,Красный
6034,26 Dec 2022 07:19 AM,10934,14768,Оранжевый
6035,02 Feb 2023 04:17 AM,4890,12573,Жёлтый
6036,13 Jan 2023 11:26 AM,18118,10515,Синий
6037,08 Jan 2023 08:33 PM,1597,10189,Жёлтый
6038,21 Dec 2022 04:18 PM,19276,12160,Фиолетовый
6039,06 Feb 2023 01:05 PM,15104,10613,Чёрный
6040,18 Dec 2022 05:38 PM,10309,11714,Голубой
6041,03 Jan 2023 09:58 AM,6645,13387,Фиолетовый
6042,10 Jan 2023 12:31 AM,2191,13919,Красный
6043,20 Jan 2023 07:23 AM,8957,11273,Оранжевый
6044,20 Dec 2022 01:28 AM,11465,10823,Красный
6045,03 Jan 2023 03:37 PM,1863,15326,Голубой
6046,27 Dec 2022 07:50 PM,10389,12743,Чёрный
6047,28 Dec 2022 07:08 AM,16935,12795,Оранжевый
6048,03 Jan 2023 04:40 PM,19512,10659,Оранжевый
6049,06 Feb 2023 02:12 PM,9571,14066,Жёлтый
6050,01 Jan 2023 03:07 AM,14793,13984,Фиолетовый
6051,03 Jan 2023 08:53 PM,9588,14849,Чёрный
6052,14 Jan 2023 08:25 AM,9915,12762,Оранжевый
6053,29 Jan 2023 06:19 AM,11062,13885,Чёрный
6054,02 Feb 2023 04:13 AM,5139,12110,Чёрный
6055,01 Feb 2023 03:50 AM,5492,10332,Чёрный
6056,30 Jan 2023 04:29 AM,5836,15705,Чёрный
6057,26 Dec 2022 09:02 AM,1547,13899,Голубой
6058,13 Jan 2023 11:05 PM,1213,15377,Оранжевый
6059,01 Feb 2023 08:55 AM,14640,10868,Голубой
6060,11 Jan 2023 12:52 PM,12959,12626,Красный
6061,30 Jan 2023 03:27 AM,10184,14065,Синий
6062,29 Dec 2022 02:21 PM,6919,10428,Жёлтый
6063,01 Jan 2023 03:37 PM,4549,13846,Оранжевый
6064,11 Jan 2023 06:42 PM,2093,12389,Синий
6065,20 Jan 2023 02:07 AM,11934,11262,Красный
6066,03 Jan 2023 02:36 AM,14422,11753,Зелёный
6067,21 Dec 2022 06:58 AM,10307,10492,Чёрный
6068,19 Jan 2023 07:19 AM,3555,14776,Фиолетовый
6069,28 Jan 2023 05:19 AM,19072,15459,Фиолетовый
6070,14 Jan 2023 11:06 PM,1905,10668,Синий
6071,30 Dec 2022 06:41 AM,14779,14598,Фиолетовый
6072,29 Dec 2022 11:34 AM,16818,12840,Чёрный
6073,26 Jan 2023 09:35 AM,10425,12267,Зелёный
6074,20 Jan 2023 01:31 AM,7706,14204,Чёрный
6075,10 Jan 2023 01:21 AM,3986,10885,Зелёный
6076,06 Feb 2023 01:02 PM,1350,14069,Голубой
6077,01 Feb 2023 12:20 AM,1255,12668,Фиолетовый
6078,05 Feb 2023 03:34 AM,14448,12416,Фиолетовый
6079,25 Dec 2022 08:21 PM,12750,13177,Фиолетовый
6080,06 Jan 2023 08:33 PM,11795,15401,Чёрный
6081,06 Jan 2023 04:15 PM,10357,10772,Чёрный
6082,18 Jan 2023 02:17 AM,9937,12488,Фиолетовый
6083,26 Dec 2022 04:25 AM,1955,14261,Красный
6084,14 Jan 2023 11:53 PM,13690,14751,Синий
6085,05 Feb 2023 04:02 AM,6917,13304,Голубой
